prompts
train with
tr7610 we
train tr1526
01223334860 is
i could
the churchill
that restaurant
zizzi cambrdige
to which
train tr3456
three guesthouses
you can
my personal
the michael
oh great
this one
this train
enjoy the
alright !
tr9460 leaves
"anatolia ,"
taxi is
that is
yeah .
you want
i see
tr9605 leaves
located at
that on
"yes ,"
alexander b&b
indeed i
twenty one
thanh binh
tr4625 arrives
yes sir
124 tenison
the backstreet
train tr7309
tr4967 arrives
tr5216 departs
5 of
okay the
the emmanuel
would like
tr5677 will
it departs
does acorn
tr2630 leaves
35vbb0lk if
for me
same time
thanks very
tr8659 leaves
glad we
cinema cinema
welcome all
tr8494 leaves
is a
10 hometown
wonderful how
i need
the expensive
which place
great !
tr0998 leaves
cb17dy is
train tr2078
la mimosa
tr 9468
what i
six trains
many trains
tr4859 is
one of
tr3207 will
154 chesterton
also the
tr3197 leaves
two selections
on friday
travel time
the tr3571
when are
tr9448 departs
ok you
how silly
"no ,"
tr4202 will
the anatolia
those are
train tr6769
thanks you
the tr2141
the indian
tr2631 arrives
warkworth house
tr2138 arrives
it sure
05:01 07:44
there no
"unfortunately ,"
tr1681 is
great you
"not ,"
since you
my fault
keep the
i love
tr2138 arrives
the arbury
what part
"hakks ,"
the archyway
your seat
unfortunately all
just for
the meghana
tr1997 leaves
al set
your updated
i hev
the city
tr0217 departs
"booked ,"
tr1750 leaves
tr6386 departs
okay thank
already booked
the tr4466
the gandhi
well then
grey skoda
please enjoy
perhaps i
tr0053 leaves
tr0718 arrives
tr0035 arrives
just did
thanks have
tr1755 is
tr8118 is
tr4828 departs
sure depending
okayjust to
the reservation
could you
same time
monday just
carolina bed
no its
tr4082 will
the holiday
my suggestion
tr0123 is
tr4283 leaves
the tr0927
yes can
the sesame
yes for
depending on
i get
the tr2512
train tr2969
hace a
tr3404 will
the tenpin
indeed i
train tr9495
the tr9366
tr6697 departs
56 saint
you do
done and
that id
primavera is
train tr5863
no there
the meghna
what place
tr1062 arrives
that train
train tr3547
oh no
sure reference
may i
my suggestions
tr4387 arrives
the archyway
i now
how does
tr9859 would
tr9187 arrives
tr4387 arrives
the chiquito
no pools
cb19ej and
according to
all 6
tr0053 leaves
01223314960 and
the 4
got you
one is
cb12lf .
huntingdon marriott
tr5212 departs
lets finish
"why ,"
you taxi
not available
yes postcode
are you
thank yo
tr3602 arrives
the tr3470
alright what
the address
the a&b
congradulatoions your
allenbell .
booking for
train tr8335
cityroomz over
tr8293 arrives
one night
that id
their price
kettles yard
the tr3347
the tr1854
city cenrtree
yes well
the acute
train leaves
that has
tra tr0922
train tr9345
tr4861 leaves
cityroomz over
tr9320 will
tr5358 will
call them
enjoy the
can you
there multiple
riverboat georgina
train tr4859
hk fusion
please confirm
and at
alright a
tr9016 is
kings college
both warkworth
the tr0579
tr9859 would
not available
train tr9360
the tr8519
the lovell
i cannot
the tr1828
the mexican
12.80 pounds
01223315702 and
the tr3412
unfortunately bedouin
the tr7928
cheap price
cotto 's
surethe lucky
"no ,"
trains run
tr8372 leaves
why not
3 stars
gastroenterology hospital
trains depart
tr3111 will
prezzo serves
tr7943 leaves
tr7187 departs
om i
almost there
headed to
01223353248 and
train tr7900
tr7098 departs
in that
the maharajah
yes i
tr3158 departs
01223353248 and
the tr7075
yes can
the tr1047
the respiratory
what tie
tr9460 leaves
the cityroomz
train tr3000
what criteria
tr5413 leaves
yes 5
cityroomz over
train tr3695
the 5:54
tr2860 arrives
contact information
tr9680 leaves
tr8604 will
i dont
parkside police
soul tree
the thanh
the tr6067
tr4748 leaves
the tr4651
that brings
it seems
train tr3000
the old
eraina serves
the table
well how
train tr9678
tr6163 is
there are
"cityroomz ,"
and thank
enjoyed your
the cineworld
those days
the tr7583
absolutelydo you
the copper
the tr0672
tr7355 arrives
done !
train tr7309
no none
what was
the tr6549
ah yes
tr2939 will
tr2941 arrives
yes phone
tr3353 leaves
four great
riverside brasseri
for 14:00
train tr6989
"terrific ,"
what other
tr6958 leaves
tr7092 leaves
for indian
you table
restaurant two
a blue
tr2257 will
archway house
okay i
have a
that one
alpha-milton guest
the total
tr5484 leaves
will you
train tr8292
the tr6310
the tr7349
what part
tr0768 leaves
yes where
ok your
glad to
there are
tr3293 will
in the
kymmoy offers
okay churchill
thanks !
both have
oak bistro
train tr8903
lock fyne
tr5886 leaves
and on
the tr9900
the allen
tr2985 leaves
as stated
"sorry ,"
tr8224 arrives
"i ,"
tr8792 is
tr8151 will
the tr5225
gonville is
got you
tr5908 leaves
tr5720 leaves
all srt
that place
the tr4898
tr 8292
tr5626 leaves
yellow honda
nothing of
anatolia serves
tr5626 leaves
tr0864 will
the tr8600
do not
ive located
01223353248 and
as i
to help
the phone
anything else
curry prince
"fortunately ,"
ashley hotel
tell the
cineworld cinema
i want
the hospital
yes lan
the earliest
tr1704 arrives
the tr7015
yeah any
the medical
train tr2704
5 place
yippee noolde
many trains
tr5729 arrives
my suggestion
ok id
not at
tr1534 leaves
train 2761
the castle
sure do
the booked
tr1659 departs
yeah all
the tr9084
eraina is
the lynne
the ballare
13:00 can
those are
train tr3234
wonderful !
tr4975 matches
okay there
happy birthday
tr9859 cost
i switched
what can
ok am
tr4076 departs
and you
train tr3197
tr1817 leaves
great glad
train tr3390
hope your
can i
train tr6105
indeed we
the gardenia
cityroomz meets
regent street
to make
01223292094 is
the milton
cocum is
the tr7850
train tr1163
the tr7430
due to
the hamilton
cambridge offers
glad i
their is
i see
ok .
perhaps with
train tr9831
prezzo serves
tr5711 will
two seats
as far
okay at
tr8361 will
tr9561 departs
three restaurant
could not
easy enough
six trains
clare college
provided information
the tr0995
it can
yes expect
okay where
tr3889 departs
the id
the earliest
frankie and
train tr3154
tr4216 leaves
done and
tr2863 departs
tr9063 arrives
university arms
happy to
cambridge arts
the peking
any particular
tr8805 will
tr5234 will
tr7747 leaves
train tr9209
the tr2730
the museum
for me
anatolia is
three place
milton country
tr3412 leaves
that shouldn't
tr9956 i
nandos is
the tr5390
tr1731 will
vkjgwfnr is
emmanuel college
what town
that number
a black
i double
tr0363 departs
clowns cafe
the nightclub
"anytime ,"
stazione restaurant
tr0774 arrives
tr8361 will
ok that
the number
just did
tr0397 will
tr1952 leaves
peking restaurant
vue cinema
ok to
the 1st
tr2635 will
your stay
warkworth house
in what
the carolina
that information
tr0721 departs
there a
the tr4964
would leaving
"hey ,"
the majority
the fitzbillies
where in
most nightclubs
now that
have you
"several ,"
sadly there
which restaurant
tr8135 departs
bye for
tr0767 leaves
the tr0798
the wandlebury
tr8331 leaves
tr3197 leaves
no thanks
its a
tr3798 gets
the tr1389
no indian
lovell lodge
tr0945 leaves
the type
tr1879 leaves
alright have
tr2950 will
ok fantastic
tr8903 leaves
when and
university hotel
tr6971 departs
okay just
sorry i
from what
tr5677 will
ok the
tr6958 leaves
the galleria
tr8261 leaves
hamiliton lodge
tr8151 will
tr6488 leaves
train tr9448
bridge guest
cheap price
this nightclub
alright tr2239
train tr0031
moderate -ly
there 7
the j
tr8335 arrives
hello .
they is
i switched
the prompt
that ride
taj tandoori
the tr9488
tr8533 will
the huntingdon
tr9904 leaves
the tr7692
great hit
what you
enjoy your
no restaurant
your trainid
this restaurant
tr9493 arrives
tr6159 leaves
your ticket
have we
all guesthouses
booking is
tr8805 will
it kingfisher
train tr4765
tr2855 will
huntington marriott
okay the
london liverpool
train tr2232
what departure
kymmoy looks
carolina bed
is this
what destination
alright sounds
ok is
okay the
no boats
it had
in order
what specific
tr8522 arrives
our database
the tr3571
train tr0678
tr7852 looks
tr5867 leaves
queens college
"phone ,"
the tr2452
tr7864 will
assuming you
tr2101 is
goodbye to
is yu
train tr8530
a blue
cambridge museum
20 milton
the tr1898
sure there
tr7187 departs
the tr8974
autumn house
a and
train tr4840
for 14:00
07903665107 is
i'll get
arrival at
another option
tr5600 leaves
the ruskin
"again ,"
the zip
kymmoy is
this would
the gourmet
price -s
the north
tr8080 departs
ow about
that did
ok there
welcome andhave
tr8533 will
this trip
the tr0254
tr6110 has
the cineworld
okay anatolia
wonderful .
the nightclubs
no i
the tr1709
the tr8600
was there
01223356555 is
vue cinema
wifi is
the tr2420
taxi has
tr3197 leaves
our city
your travel
the scott
both offer
the contact
your only
sure lan
arriving at
perhaps you
tr9805 will
tr2919 is
the grafton
it had
train tr3255
"tr2987 ,"
133 trains
oh no
tr2025 will
already booked
train tr7468
cambridge offers
yes cityroomz
thre are
tr2939 would
all four
train tr5154
what an
it'll be
the admission
when booking
then the
the tr3543
the old
i recommend
"so ,"
the medical
unfortunately the
the loch
feel free
for that
tr5285 arrives
tr2987 departs
excellent .
they did
01223575122 .
okay- from
wen do
surethat 's
01223210353 is
8.08 pounds
none fits
okay i
si booked
tr6016 will
camboats in
the whale
loch fyne
what hotel
i regret
the tr9332
the tr4170
tr7648 will
train tr0996
yes most
based on
"alright ,"
correction i
okay when
a shuttle
ttr7278 leaves
yes all
jesus green
the tr3571
tr2950 arrives
the emergency
tr8126 would
tr5677 will
tr4180 leaves
efes is
goodbye to
yes most
other than
tr5499 leaves
i appreciate
your all
the tr8662
tr1062 arrives
tr9102 arrives
no record
tr4698 leaves
i don
3 stars
the tr8974
there number
name type
tr5266 arrives
tr8202 is
tr2939 leaves
please tell
"hmm ,"
cotto 's
all trains
okay we
those days
train tr5465
for 14:00
tr4800 leaves
all 2
tr4863 leave
no matching
tr4257 booking
the bryard
the tr1156
your rooms
"several ,"
5 pounds
please reach
ask for
tr5725 from
tr2045 will
"unfortuntately ,"
red skoda
4.10 pounds
what an
tr5484 is
i quite
i think
sure theres
ask is
the tickets
then in
tr6833 leaves
kettle 's
a few
tr8300 departs
train leaves
yes kirkwood
as stated
they were
your reservations
all nightclubs
might i
tr7397 leaves
okis there
the tr4015
"phone ,"
tr6691 leaves
noone in
the cityrooms
there 35
the tr9900
train tr9781
would another
tr9493 arrives
tr2061 arrives
the peking
let us
train tr1526
your room
would day
okay is
restuarant one
okay thanks
the tr4943
its price
cityroomz offers
is your
what would
this gallery
train tr9016
what attraction
oh you
michaelhouse cafe
tr5159 will
the tr2232
their is
01223334200 is
sorry for
and which
okay your
neither are
done !
i hve
tr1428 departs
lets start
great .
the thanh
the tr3938
the fare
let 's
tr8933 will
to help
all three
you did
yes those
the nil
okay christ
the tr1581
well riverboat
the emmanuel
sure phone
just let
the system
post code
wagamama serves
the la
3 stars
all saints
you already
tr9445 departs
the tr3112
meghna 's
their phone
when were
reservations for
tr3052 will
sure .
there no
tr2919 is
your black
i assume
depends on
train tr1120
the gourmet
the trains
starting at
its no
tr5949 departs
these three
the tandoori
caffee uno
the tr8510
train tr9102
welcome again
the travel
leaves at
any criteria
the 1st
74 mill
the alpah-milton
cineworld cinema
tr7618 arrives
panahar is
"cb23pq ,"
they all
tr8873 leaves
is there
the tr1156
"certain ,"
train 6383
awesome .
your 2
what movie
please let
there phone
sounds good
the tr9346
tr6971 departs
ugly duckling
the tr3685
tr3396 leaves
train tr5901
a white
my last
the east
i pulled
your trainid
train tr5901
tr2854 leaves
please to
tr1392 .
tr7931 departing
the emergency
churchill college
it has
acorn house
milton county
the nil
again that
free to
tr0734 leaves
no but
tr1784 departs
tr8662 runs
kambar is
the tr0244
the tr5570
anatolia 's
lots of
which place
"nope ,"
sure depending
that did
okay shanghai
tr0363 departs
your ride
i still
allenbell does
52 mill
wrong domain
all three
tr2061 arrives
should i
your all
train tr0146
the tr2819
their contact
tr8387 will
nusha can
tr0615 departs
moderate -ly
unfortunately their
but of
most colleges
trains all
no problemwhere
the respiratory
yes definite
tr7020 departs
tr0397 will
train tr8736
reservation reserved
i think
hot pot
hakka is
tr8604 leaves
lad we
the tr3602
tr8290 leaves
where would
which department
the tr0798
grafton hotel
75.10 pounds
tr0115 will
two seats
yellow lexus
tr5725 leaves
trains all
tr2941 arrives
am i
and *i*
yes please
try riverside
our system
10.10 pounds
tr9082 leaves
train tr5015
a white
no records
their main
the theatre
the tr0117
definitelycambridge has
yes of
4 guesthouses
than you
primavera 's
tr4212 leaves
train tr4329
the are
tr5225 arrives
16.6 gbp
tr3810 is
sure i
royal standard
your cityroomz
enjoy the
that time
the huntingdon
most of
maharajah tandoori
tr3470 leaves
a booking
tr0743 is
alexander bed
train tr2969
"hmmm ,"
your driver
probably the
is a
they serve
thats good
of couse
the guesthouses
what postcode
the the
got it
then train
is there
absolutelydo you
trian tr7924
4-star accommodations
the tr6310
goodbye !
tr6998 will
yes she
the tr5034
saint john
city centre
tr1975 leaves
tr5154 takes
moderate price
enjoyed your
there 7
try dojo
tr2078 leaves
tr0035 arrives
all right
its location
train tr9345
taxi booking
yes great
tr9525 leaves
01223308871 is
scudamores punting
train tr2078
the tr4015
the id
it does
university arms
our system
nandos is
that phone
one is
street .
the tr7721
yes don
tr0466 leaves
sure here
cb19ej and
the tr6067
17 magdalene
what station
no that
castle galleries
a grey
are you
for the
tr6688 leaves
the food
admission to
neither of
tr8604 leaves
your looking
avalon has
i hovw
several good
156 chesterton
"um ,"
train tr5473
hello !
its available
bride guest
thier phone
i hovw
okay perfect
okay anatolia
tr7043 departs
kitchen and
the most
tr2630 leaves
yes she
tr2257 will
yes all
the tr9905
the two
the main
thanks i
tr1709 leaves
kohinoor is
trainid tr0141
for your
"unfortuntately ,"
tr0469 arrives
tr8335 arrives
that should
what aspects
tr0552 departs
well then
"i""m sorry"
tr8805 will
tr5928 leaves
train tr3390
alexander is
i do
i can
not based
camboats are
i managed
the tr3207
okay its
01223446100 .
sorry to
the tr9533
this departs
tr2153 arrives
the tr7195
lovell lodge
my math
bloomsbury restaurant
may i
the mahal
tr3057 will
a white
we thank
the last
five restaurant
the 9:59
congratulations !
what criteria
what interests
tr0275 departs
you leave
tr7703 will
tr4698 leaves
thanks !
suretr9360 departs
tr7040 will
great day
ask serves
moderate -ly
tr1392 .
id recommend
those reservations
tr3566 is
pizza express
tr2420 train
the hotpot
oh yes
the tr0672
okay churchill
tr8933 will
they serve
tr1596 leaves
you leave
tr0094 leaves
holy trinity
the closest
ok no
vue can
train tr5677
each of
both gonville
tr8143 departs
found a
train tr1791
education is
the reservations
cityroomz is
the entries
parkside pools
tr4404 leaves
the india
tr9460 leaves
the tr1766
01223333516 .
tr9854 departs
133 trains
tr8126 arrives
train tr3922
the india
have an
the earlest
fantastichave a
we sure
williams art
the lynne
tr3600 leaves
excellent !
there a
restaurant one
the meze
tr0357 will
that id
